income,debt_ratio,history_years,defaults,age,protected,approved_historical,approved_merit_only
84.72,0.11,3.82,1.0,26.7,0.0,1,1
96.7,0.28,34.29,4.0,41.74,0.0,0,0
131.88,0.5,10.03,4.0,85.64,1.0,0,0
13.42,0.14,19.41,2.0,19.45,0.0,0,0
107.16,0.14,21.96,5.0,26.19,1.0,0,0
174.11,0.84,34.45,2.0,18.83,1.0,1,1
177.99,0.72,33.63,3.0,48.46,0.0,1,1
26.44,0.34,14.23,3.0,51.08,0.0,0,0
137.07,0.4,28.74,2.0,59.49,1.0,1,1
117.97,0.72,25.36,2.0,24.7,1.0,0,0
162.64,0.72,7.94,4.0,84.55,1.0,0,0
178.48,0.32,34.26,5.0,20.73,0.0,1,1
10.56,0.57,10.13,1.0,32.82,0.0,0,0
105.86,0.98,39.58,2.0,87.09,1.0,0,0
118.0,0.25,34.83,5.0,62.13,0.0,0,0
89.43,0.27,39.19,1.0,30.26,1.0,1,1
149.71,0.59,20.77,1.0,57.41,0.0,1,1
169.62,0.37,19.76,2.0,71.15,1.0,1,1
182.08,0.41,23.27,0.0,74.19,1.0,1,1
30.69,0.16,22.24,2.0,61.61,1.0,0,0
160.55,0.62,6.03,2.0,62.84,0.0,1,1
38.21,0.97,33.12,0.0,86.7,0.0,0,0
188.9,0.42,33.98,3.0,54.16,0.0,1,1
175.46,0.72,3.99,1.0,62.13,0.0,1,1
102.13,0.65,4.71,3.0,43.3,0.0,0,0
28.94,0.79,30.44,1.0,34.54,0.0,0,0
132.5,0.2,25.56,3.0,63.67,1.0,1,1
74.53,0.98,33.14,1.0,64.99,1.0,0,0
19.91,0.7,21.29,1.0,29.27,1.0,0,0
33.07,0.91,6.85,2.0,55.18,0.0,0,0
25.43,0.85,29.59,2.0,68.66,1.0,0,0
163.38,0.01,18.14,4.0,43.17,1.0,1,1
112.06,0.58,3.4,2.0,72.12,1.0,0,0
152.71,0.51,12.77,1.0,80.93,0.0,1,1
113.56,0.9,28.28,1.0,18.63,1.0,0,1
44.41,0.88,35.85,4.0,72.66,0.0,0,0
173.53,0.31,0.0,5.0,73.08,0.0,0,0
24.33,0.74,31.7,1.0,65.27,1.0,0,0
151.91,0.04,8.22,2.0,52.73,0.0,1,1
167.47,0.77,33.75,1.0,22.21,1.0,1,1
178.77,0.17,36.78,5.0,84.55,0.0,1,1
135.05,0.65,26.59,3.0,69.77,1.0,0,0
139.58,0.93,4.86,3.0,44.66,0.0,0,0
22.64,0.77,12.17,0.0,24.82,0.0,0,0
152.64,0.66,34.66,2.0,71.49,1.0,1,1
93.49,0.98,9.67,5.0,71.11,0.0,0,0
107.53,0.58,12.39,2.0,36.73,1.0,0,0
194.59,0.08,39.6,4.0,59.36,0.0,1,1
82.13,0.16,12.21,2.0,65.08,0.0,0,0
182.38,0.18,23.52,3.0,49.57,0.0,1,1
180.78,0.79,7.6,1.0,29.91,1.0,1,1
197.75,0.67,16.97,1.0,36.66,0.0,1,1
168.9,0.61,0.31,5.0,58.61,1.0,0,0
198.55,0.2,30.39,5.0,45.82,1.0,1,1
185.77,0.08,32.44,0.0,42.84,1.0,1,1
156.08,0.5,16.18,4.0,38.56,1.0,0,0
99.19,0.91,8.75,2.0,36.18,0.0,0,0
189.0,0.21,13.72,1.0,38.35,0.0,1,1
171.07,0.36,4.4,1.0,42.41,0.0,1,1
144.6,0.76,3.48,3.0,62.2,0.0,0,0
110.09,0.02,31.83,2.0,43.62,0.0,1,1
114.94,0.76,6.95,3.0,72.19,1.0,0,0
80.35,0.39,27.47,3.0,25.69,0.0,0,0
62.15,0.77,11.97,1.0,82.54,1.0,0,0
104.95,0.02,11.68,4.0,61.23,1.0,0,0
166.78,0.93,5.32,3.0,73.59,1.0,0,0
14.12,0.83,25.43,3.0,29.25,1.0,0,0
195.26,0.34,2.15,2.0,71.84,1.0,1,1
187.38,0.4,28.83,5.0,27.29,0.0,0,0
84.18,0.31,5.23,2.0,78.52,0.0,0,0
42.88,0.09,17.81,3.0,22.97,1.0,0,0
141.02,0.59,39.75,2.0,64.27,0.0,1,1
188.45,0.15,12.2,2.0,85.42,0.0,1,1
122.48,0.69,0.65,4.0,51.46,1.0,0,0
67.54,0.92,7.03,5.0,83.2,1.0,0,0
140.24,0.86,34.35,3.0,83.49,1.0,0,0
89.24,0.34,4.86,1.0,81.78,1.0,0,1
125.63,0.02,10.85,2.0,75.1,1.0,1,1
63.42,0.93,24.22,4.0,49.5,1.0,0,0
150.59,0.71,19.2,2.0,48.01,0.0,1,1
172.45,0.66,3.11,0.0,32.64,1.0,1,1
22.64,0.09,38.8,1.0,24.79,1.0,1,1
50.58,0.35,36.18,2.0,35.72,0.0,0,0
38.24,0.88,32.41,5.0,52.43,1.0,0,0
51.72,0.2,18.75,5.0,82.48,1.0,0,0
132.73,0.2,29.02,1.0,22.86,1.0,1,1
110.87,0.45,7.0,3.0,46.77,1.0,0,0
54.02,0.72,19.56,3.0,33.49,0.0,0,0
102.4,0.35,16.35,2.0,41.68,0.0,1,1
79.08,0.88,22.38,5.0,32.74,1.0,0,0
136.73,0.38,32.5,1.0,62.45,0.0,1,1
36.52,0.92,34.96,2.0,65.48,1.0,0,0
155.89,0.78,27.4,3.0,39.34,0.0,1,1
21.02,0.36,35.56,2.0,67.23,1.0,0,0
55.81,0.3,0.24,3.0,48.05,1.0,0,0
56.34,0.96,22.34,2.0,61.46,1.0,0,0
35.45,0.96,28.43,1.0,28.09,0.0,0,0
155.0,0.37,26.59,4.0,64.8,0.0,1,1
175.5,0.06,0.93,1.0,83.77,0.0,1,1
199.25,0.17,37.72,1.0,26.31,0.0,1,1
188.0,0.74,14.76,2.0,24.51,0.0,1,1
107.78,0.59,36.14,3.0,36.19,1.0,0,0
196.67,0.55,36.21,1.0,69.21,1.0,1,1
29.55,0.83,0.11,3.0,27.76,0.0,0,0
159.52,0.4,26.27,4.0,18.7,0.0,0,0
73.06,0.14,4.1,4.0,69.72,1.0,0,0
130.11,0.03,29.65,1.0,86.26,1.0,1,1
25.52,0.78,16.27,4.0,78.79,0.0,0,0
153.38,0.24,38.38,3.0,48.22,1.0,1,1
23.72,0.9,32.42,2.0,19.41,1.0,0,0
170.91,0.09,33.95,4.0,59.39,1.0,1,1
61.14,0.71,3.82,1.0,58.94,1.0,0,0
94.59,0.95,17.88,1.0,23.67,0.0,0,0
191.69,0.9,4.7,3.0,87.01,0.0,0,0
141.14,0.83,39.78,2.0,86.54,1.0,0,1
84.69,0.31,29.05,3.0,68.19,0.0,0,0
188.2,0.49,29.34,3.0,57.25,1.0,1,1
68.3,0.56,25.33,2.0,34.07,1.0,0,0
41.54,0.72,6.51,4.0,61.4,0.0,0,0
153.35,0.97,25.72,1.0,46.46,1.0,1,1
44.11,0.43,31.52,3.0,69.1,1.0,0,0
65.63,0.46,25.96,2.0,32.74,1.0,0,0
102.82,0.0,38.92,1.0,41.45,0.0,1,1
181.33,0.75,17.9,3.0,55.45,1.0,1,1
20.15,0.01,16.7,1.0,44.21,0.0,1,1
125.48,0.06,34.22,5.0,74.64,0.0,1,1
179.29,0.45,12.78,2.0,85.53,0.0,1,1
28.2,0.72,18.15,0.0,28.02,1.0,0,0
97.04,0.13,6.29,1.0,43.16,0.0,1,1
197.11,0.09,34.76,3.0,72.35,0.0,1,1
34.92,0.5,18.79,3.0,59.78,1.0,0,0
12.58,0.84,12.48,1.0,63.92,1.0,0,0
58.22,0.23,26.52,3.0,85.83,1.0,0,0
81.08,0.63,5.41,1.0,21.01,1.0,0,0
120.86,0.04,23.9,5.0,57.63,0.0,0,0
85.11,0.92,3.55,5.0,55.59,0.0,0,0
87.76,0.56,27.97,4.0,43.69,1.0,0,0
85.94,0.48,7.83,3.0,60.72,1.0,0,0
125.95,0.81,20.85,3.0,19.99,0.0,0,0
73.04,0.8,6.53,4.0,86.97,0.0,0,0
97.92,0.53,2.83,4.0,58.69,1.0,0,0
169.26,0.13,2.21,2.0,83.43,0.0,1,1
39.68,0.95,35.99,2.0,30.19,0.0,0,0
44.73,0.37,34.13,3.0,20.59,0.0,0,0
29.63,0.49,16.39,3.0,39.88,0.0,0,0
180.21,0.71,2.58,3.0,52.73,1.0,0,0
166.67,0.16,34.24,4.0,54.28,1.0,1,1
81.31,0.23,17.7,1.0,88.29,1.0,1,1
92.38,0.38,35.27,2.0,88.25,0.0,1,1
106.24,0.52,10.25,4.0,79.12,1.0,0,0
71.07,0.97,14.0,4.0,24.9,0.0,0,0
122.27,0.34,15.14,4.0,82.95,0.0,0,0
37.73,0.93,3.22,1.0,66.22,1.0,0,0
150.52,0.33,35.92,3.0,48.36,1.0,1,1
90.72,0.26,37.06,5.0,66.78,0.0,0,0
155.67,0.07,23.14,3.0,37.81,0.0,1,1
75.82,0.47,22.99,3.0,49.28,1.0,0,0
130.77,0.34,28.22,2.0,28.92,0.0,1,1
35.52,0.89,34.92,5.0,78.8,1.0,0,0
73.17,0.18,21.18,3.0,80.42,0.0,0,0
175.39,0.01,32.88,4.0,31.88,0.0,1,1
154.06,0.78,37.42,4.0,78.9,1.0,0,0
86.57,0.89,26.93,1.0,85.72,1.0,0,0
88.07,0.65,25.38,0.0,45.86,1.0,0,1
46.68,0.17,29.94,1.0,29.29,1.0,1,1
158.99,0.74,2.57,4.0,58.41,0.0,0,0
123.26,0.07,7.31,4.0,76.44,1.0,0,0
119.82,0.97,22.9,2.0,44.85,0.0,0,0
149.36,0.08,3.16,4.0,70.71,1.0,0,0
80.49,0.29,4.16,4.0,36.6,0.0,0,0
52.04,0.5,7.41,4.0,40.19,1.0,0,0
148.34,0.53,25.55,3.0,34.47,0.0,1,1
126.65,0.34,39.01,3.0,47.28,1.0,1,1
184.57,0.53,10.54,4.0,87.42,1.0,0,0
113.37,0.68,10.56,2.0,72.78,0.0,0,0
91.57,0.52,16.65,4.0,85.67,0.0,0,0
130.71,0.98,35.62,3.0,53.68,1.0,0,0
160.91,0.98,29.93,2.0,57.02,1.0,1,1
105.3,0.58,1.35,2.0,35.17,0.0,0,0
122.22,0.88,14.03,3.0,27.67,1.0,0,0
113.62,0.29,27.94,3.0,31.18,0.0,1,1
140.92,0.67,27.37,3.0,78.88,1.0,0,1
86.23,0.12,27.96,1.0,25.03,0.0,1,1
170.32,0.23,6.74,0.0,65.38,1.0,1,1
100.38,0.22,29.67,3.0,41.01,0.0,1,1
150.95,0.61,0.24,5.0,61.6,1.0,0,0
46.41,0.3,39.18,1.0,71.75,1.0,1,1
169.5,0.84,30.92,5.0,36.76,1.0,0,0
179.06,0.42,30.74,5.0,79.54,1.0,0,1
81.42,0.99,16.21,1.0,55.55,1.0,0,0
41.5,0.63,9.83,2.0,80.19,0.0,0,0
28.85,0.17,27.69,3.0,69.33,1.0,0,0
20.38,0.43,20.6,4.0,19.84,0.0,0,0
75.4,0.1,7.31,4.0,71.93,0.0,0,0
59.44,0.95,21.41,0.0,18.72,0.0,0,0
89.14,0.4,19.74,1.0,50.0,0.0,1,1
55.54,0.61,20.22,2.0,44.68,0.0,0,0
145.28,0.72,4.21,3.0,74.83,1.0,0,0
181.64,0.54,12.8,3.0,40.81,1.0,1,1
85.84,0.59,3.34,1.0,80.4,1.0,0,0
112.22,0.15,23.67,4.0,53.72,1.0,0,0
117.33,0.87,29.54,5.0,88.07,0.0,0,0
11.34,0.34,8.48,2.0,54.33,1.0,0,0
58.42,0.87,29.51,2.0,50.22,1.0,0,0
99.49,0.41,35.3,2.0,59.8,0.0,1,1
30.1,0.76,31.33,5.0,25.05,1.0,0,0
158.43,0.12,25.7,2.0,88.59,0.0,1,1
108.4,0.33,6.19,2.0,49.48,1.0,0,0
68.4,0.73,22.55,1.0,60.36,0.0,0,0
113.18,0.77,3.53,3.0,52.62,1.0,0,0
177.49,0.07,36.3,0.0,75.99,1.0,1,1
115.19,0.74,21.35,4.0,89.57,0.0,0,0
33.13,0.72,22.61,3.0,40.03,0.0,0,0
126.03,0.36,21.82,3.0,32.55,0.0,0,0
115.21,0.51,20.68,3.0,60.17,0.0,0,0
26.13,0.84,26.65,3.0,68.67,0.0,0,0
190.14,0.09,19.3,2.0,22.55,0.0,1,1
120.01,0.36,3.78,4.0,84.51,0.0,0,0
89.53,0.4,2.0,4.0,46.43,0.0,0,0
148.68,0.28,1.01,4.0,29.86,1.0,0,0
79.12,0.33,30.91,1.0,89.3,1.0,1,1
184.34,0.67,39.71,0.0,47.26,1.0,1,1
191.91,0.84,31.29,3.0,54.56,0.0,1,1
186.84,0.52,11.15,0.0,71.77,0.0,1,1
187.34,0.06,2.54,2.0,51.36,0.0,1,1
190.08,0.78,1.17,3.0,58.1,1.0,0,0
18.88,0.29,22.64,4.0,76.6,0.0,0,0
182.41,0.08,9.75,1.0,88.84,1.0,1,1
70.0,0.16,19.87,0.0,58.87,1.0,1,1
88.0,0.16,11.11,3.0,68.22,0.0,0,0
199.36,0.82,18.06,4.0,52.75,1.0,0,0
93.61,0.53,22.17,1.0,42.77,0.0,1,1
70.58,0.17,15.03,2.0,68.94,1.0,0,0
18.69,0.51,12.03,0.0,25.4,1.0,0,0
51.25,0.37,0.03,5.0,87.84,0.0,0,0
66.09,0.54,27.09,2.0,82.22,1.0,0,0
18.79,0.17,36.89,4.0,79.96,1.0,0,0
136.96,0.32,22.55,2.0,48.6,0.0,1,1
198.61,0.92,28.43,2.0,43.88,1.0,1,1
99.2,0.19,13.16,5.0,46.39,0.0,0,0
75.6,0.41,34.99,1.0,51.18,1.0,1,1
116.85,0.62,1.17,3.0,88.85,1.0,0,0
165.82,0.23,31.51,2.0,71.04,1.0,1,1
189.53,0.78,3.44,5.0,77.73,1.0,0,0
91.85,0.79,35.5,1.0,63.25,1.0,0,1
112.11,0.31,18.59,4.0,29.35,1.0,0,0
25.97,0.47,30.6,5.0,52.95,1.0,0,0
14.94,0.88,5.98,3.0,22.88,0.0,0,0
126.57,0.64,2.03,1.0,78.26,0.0,1,1
110.65,0.18,37.46,1.0,75.86,1.0,1,1
98.66,0.34,18.06,4.0,31.98,0.0,0,0
78.24,0.41,13.53,1.0,33.46,1.0,0,1
24.36,0.13,29.95,4.0,33.94,1.0,0,0
175.36,0.32,1.53,2.0,22.17,0.0,1,1
52.92,0.05,5.67,3.0,56.1,1.0,0,0
170.58,0.83,3.28,3.0,78.5,0.0,0,0
143.94,0.43,5.29,1.0,36.02,0.0,1,1
78.69,0.66,28.22,4.0,32.26,0.0,0,0
68.98,0.58,38.35,2.0,82.38,0.0,0,0
103.28,0.71,24.82,4.0,30.27,0.0,0,0
168.79,0.44,19.21,4.0,84.41,1.0,0,1
28.15,0.45,35.94,1.0,40.05,0.0,0,0
180.65,0.09,2.87,3.0,83.57,1.0,1,1
179.55,0.2,39.17,2.0,77.36,1.0,1,1
48.33,0.27,12.77,2.0,50.95,1.0,0,0
57.89,0.73,22.3,3.0,89.38,1.0,0,0
127.97,0.28,8.37,5.0,24.31,1.0,0,0
18.1,0.14,24.42,3.0,58.36,0.0,0,0
191.94,0.85,23.13,2.0,45.07,0.0,1,1
16.44,0.71,38.36,4.0,63.52,1.0,0,0
162.12,0.98,14.93,2.0,20.5,1.0,0,0
41.48,0.82,13.9,1.0,81.39,1.0,0,0
113.13,0.05,14.79,4.0,82.52,0.0,0,0
106.51,0.75,26.92,0.0,83.87,1.0,1,1
121.53,0.6,3.38,4.0,66.54,0.0,0,0
47.37,0.33,29.5,1.0,53.32,1.0,0,0
178.79,0.3,18.09,1.0,24.13,1.0,1,1
167.64,0.3,26.04,4.0,44.24,1.0,1,1
27.26,0.01,2.65,3.0,76.19,0.0,0,0
61.66,0.25,33.11,4.0,85.1,1.0,0,0
182.77,0.84,23.63,4.0,67.33,1.0,0,0
89.12,0.93,4.76,3.0,34.93,1.0,0,0
190.23,0.76,21.18,3.0,58.51,1.0,1,1
96.73,0.09,22.77,5.0,63.32,0.0,0,0
42.13,0.86,27.93,1.0,22.37,0.0,0,0
22.23,0.33,7.36,1.0,80.72,0.0,0,0
135.8,0.35,23.59,3.0,80.16,1.0,1,1
105.27,0.04,23.68,4.0,62.03,0.0,0,0
90.63,0.53,14.88,3.0,76.33,0.0,0,0
160.95,0.03,16.57,1.0,68.75,0.0,1,1
20.34,0.61,6.27,2.0,67.41,0.0,0,0
35.64,0.03,20.12,0.0,73.39,1.0,1,1
182.07,0.06,13.79,3.0,64.46,0.0,1,1
189.1,0.36,12.41,2.0,88.1,0.0,1,1
64.79,0.02,0.04,2.0,61.74,1.0,0,0
183.47,0.65,0.73,1.0,31.27,0.0,1,1
180.2,0.93,25.72,1.0,41.92,1.0,1,1
190.77,0.86,12.35,3.0,70.07,1.0,0,0
116.46,0.89,26.07,2.0,81.04,0.0,0,0
131.02,0.78,15.14,2.0,21.07,1.0,0,0
150.58,0.03,2.62,5.0,71.48,1.0,0,0
22.53,0.56,26.28,4.0,73.77,1.0,0,0
100.33,0.16,29.45,1.0,36.97,0.0,1,1
165.96,0.08,34.31,1.0,77.65,0.0,1,1
61.12,0.58,10.76,1.0,54.54,0.0,0,0
187.47,0.67,14.86,0.0,74.42,1.0,1,1
23.99,0.49,26.91,4.0,80.39,1.0,0,0
76.99,0.13,18.57,0.0,83.21,0.0,1,1
141.77,0.22,4.61,2.0,67.35,0.0,1,1
198.09,0.81,5.89,2.0,84.87,1.0,1,1
38.3,0.66,2.98,0.0,24.53,1.0,0,0
115.61,0.27,9.59,5.0,62.58,0.0,0,0
52.06,0.11,16.62,1.0,85.61,1.0,0,1
127.27,0.62,27.21,2.0,19.55,1.0,0,1
125.6,0.83,36.68,5.0,25.1,1.0,0,0
185.64,0.32,32.64,5.0,57.09,0.0,1,1
136.29,0.65,14.25,1.0,42.85,0.0,1,1
95.05,0.11,14.62,1.0,57.36,1.0,1,1
140.08,0.61,9.91,1.0,39.47,1.0,1,1
13.55,0.56,17.84,2.0,38.18,0.0,0,0
23.3,0.76,33.51,3.0,70.34,1.0,0,0
47.14,0.45,18.55,4.0,20.72,1.0,0,0
117.02,0.39,38.82,1.0,80.5,0.0,1,1
184.92,0.03,7.78,1.0,41.46,1.0,1,1
81.91,0.65,17.69,5.0,47.94,1.0,0,0
11.23,0.75,39.04,3.0,67.64,1.0,0,0
34.17,0.19,38.63,4.0,69.37,1.0,0,0
37.88,0.17,2.91,0.0,31.66,1.0,0,1
54.21,0.7,29.56,2.0,76.79,1.0,0,0
86.87,0.61,35.7,1.0,84.86,1.0,1,1
194.29,0.1,18.78,3.0,35.55,1.0,1,1
152.93,0.06,2.21,3.0,56.76,0.0,1,1
52.34,0.89,5.72,4.0,85.21,0.0,0,0
47.87,0.55,38.8,2.0,38.33,1.0,0,0
194.04,0.2,5.44,3.0,59.28,1.0,1,1
172.09,0.32,13.28,1.0,85.62,0.0,1,1
44.57,0.12,12.57,2.0,27.51,0.0,0,0
173.62,0.84,28.45,2.0,72.83,1.0,1,1
71.66,0.7,20.31,4.0,75.99,0.0,0,0
76.33,0.69,26.2,2.0,47.57,0.0,0,0
28.25,0.16,38.0,4.0,23.39,1.0,0,0
199.51,0.47,27.97,0.0,63.45,1.0,1,1
23.28,0.24,11.27,0.0,40.64,1.0,0,1
30.36,0.95,9.48,0.0,80.97,1.0,0,0
60.96,0.89,6.49,5.0,83.8,0.0,0,0
22.97,0.75,15.52,2.0,47.83,0.0,0,0
132.81,0.15,12.59,5.0,36.66,1.0,0,0
156.49,0.39,35.62,5.0,70.75,0.0,0,0
111.14,0.55,25.31,2.0,22.54,1.0,0,1
156.11,0.17,21.59,3.0,66.18,1.0,1,1
191.1,0.72,15.71,2.0,85.69,1.0,1,1
40.0,0.33,25.16,3.0,62.25,1.0,0,0
157.44,0.21,11.57,2.0,84.46,1.0,1,1
76.88,0.37,10.4,4.0,88.93,0.0,0,0
172.61,0.75,25.77,4.0,77.67,0.0,0,0
137.34,0.7,32.45,1.0,56.76,0.0,1,1
73.43,0.01,9.09,1.0,39.37,0.0,1,1
31.47,0.01,28.25,1.0,85.39,1.0,0,1
135.55,0.94,4.95,1.0,54.49,1.0,0,0
103.98,0.99,17.49,4.0,70.29,0.0,0,0
69.95,0.7,33.15,1.0,41.67,0.0,1,1
144.38,0.64,6.56,3.0,40.43,1.0,0,0
151.49,0.63,16.48,3.0,78.04,1.0,0,1
143.61,0.78,18.2,3.0,81.62,1.0,0,0
109.76,0.91,14.18,5.0,78.93,1.0,0,0
182.77,0.48,16.05,1.0,24.13,0.0,1,1
194.34,0.47,23.82,2.0,40.93,0.0,1,1
37.81,0.78,26.69,0.0,69.27,0.0,0,0
28.75,0.58,2.79,4.0,89.72,1.0,0,0
148.84,0.3,33.8,3.0,28.38,0.0,1,1
18.0,0.64,1.95,1.0,72.24,0.0,0,0
118.25,0.43,39.92,4.0,63.13,1.0,0,0
16.01,0.29,20.1,2.0,83.79,0.0,0,0
185.78,0.2,28.89,1.0,59.29,0.0,1,1
185.01,0.62,4.97,0.0,58.79,1.0,1,1
49.84,0.99,8.34,0.0,77.29,1.0,0,0
125.05,0.58,34.74,1.0,38.67,1.0,1,1
189.13,0.2,15.63,0.0,25.6,0.0,1,1
25.22,0.84,36.05,2.0,58.9,1.0,0,0
136.46,0.73,32.02,0.0,50.47,1.0,1,1
92.73,0.15,35.24,4.0,84.8,0.0,0,0
108.65,0.81,34.23,2.0,82.38,1.0,0,1
48.47,0.66,21.79,4.0,24.14,0.0,0,0
95.9,0.34,28.3,2.0,35.21,1.0,1,1
35.17,0.68,18.82,2.0,78.94,1.0,0,0
158.3,0.34,32.1,0.0,23.67,1.0,1,1
66.58,0.93,7.9,1.0,46.06,0.0,0,0
169.15,0.83,22.79,1.0,21.89,0.0,1,1
131.62,0.91,14.26,4.0,88.44,1.0,0,0
34.61,0.11,32.35,0.0,34.47,0.0,1,1
63.85,0.68,24.15,0.0,76.23,1.0,0,1
188.06,0.95,10.88,3.0,54.89,1.0,0,0
196.15,0.04,25.6,4.0,77.25,1.0,1,1
151.1,0.95,18.77,3.0,44.64,1.0,0,0
56.76,0.01,9.76,1.0,77.68,0.0,1,1
183.17,0.76,34.77,2.0,86.07,0.0,1,1
178.79,0.16,21.53,4.0,46.38,1.0,1,1
183.88,0.16,35.2,3.0,62.46,1.0,1,1
36.81,0.48,32.72,2.0,82.15,0.0,0,0
192.39,0.31,30.63,2.0,29.88,0.0,1,1
179.77,0.96,1.55,4.0,59.11,1.0,0,0
199.91,0.65,16.72,1.0,48.1,0.0,1,1
128.64,0.49,30.85,2.0,85.36,1.0,1,1
110.44,0.6,20.68,3.0,37.19,0.0,0,0
149.69,0.21,0.38,4.0,21.68,1.0,0,0
183.93,0.51,28.1,2.0,66.88,1.0,1,1
53.13,0.92,3.94,3.0,81.03,0.0,0,0
112.21,0.64,38.28,3.0,83.05,0.0,0,0
27.94,0.63,13.39,0.0,72.27,1.0,0,0
109.78,0.01,24.92,4.0,45.59,0.0,0,0
119.96,0.72,23.27,3.0,74.52,1.0,0,0
155.33,0.43,32.82,0.0,32.4,0.0,1,1
150.5,0.49,10.93,3.0,53.46,0.0,1,1
171.64,0.59,8.08,2.0,83.78,0.0,1,1
147.36,0.02,21.65,1.0,65.8,0.0,1,1
67.47,0.95,3.82,1.0,60.44,1.0,0,0
132.05,0.56,13.52,3.0,57.51,1.0,0,0
79.19,0.63,24.95,3.0,75.12,1.0,0,0
138.27,0.41,23.96,5.0,84.38,1.0,0,0
185.35,0.18,33.55,2.0,34.3,1.0,1,1
121.84,0.32,7.5,2.0,69.73,1.0,1,1
124.94,0.65,36.75,4.0,36.48,1.0,0,0
101.7,0.17,17.77,4.0,34.49,1.0,0,0
14.56,0.27,26.94,4.0,34.02,0.0,0,0
12.51,0.45,12.54,3.0,74.01,0.0,0,0
138.76,0.19,25.76,0.0,89.23,0.0,1,1
11.99,0.97,23.73,1.0,56.78,0.0,0,0
78.4,0.59,37.61,2.0,89.0,1.0,0,0
118.52,0.48,26.3,2.0,23.13,0.0,1,1
142.63,0.31,3.64,4.0,68.95,0.0,0,0
132.95,0.63,28.77,0.0,84.85,1.0,1,1
21.57,0.86,2.64,5.0,68.56,0.0,0,0
20.22,0.28,38.24,1.0,34.27,0.0,1,1
66.52,0.47,16.9,4.0,78.89,1.0,0,0
171.63,0.7,20.51,4.0,36.57,1.0,0,0
85.07,0.69,24.53,5.0,77.92,0.0,0,0
100.59,0.06,20.48,2.0,46.53,0.0,1,1
49.04,0.82,4.71,2.0,21.43,0.0,0,0
150.28,0.27,30.39,1.0,28.78,1.0,1,1
98.67,0.06,26.92,4.0,58.74,1.0,0,1
50.64,0.64,19.31,1.0,71.67,1.0,0,0
53.16,0.44,37.45,2.0,18.67,0.0,0,0
152.31,0.47,6.72,4.0,55.53,1.0,0,0
149.65,0.65,17.95,4.0,83.16,1.0,0,0
91.64,0.83,20.12,1.0,50.35,0.0,0,0
118.45,0.65,35.96,3.0,26.7,1.0,0,0
41.28,1.0,22.06,1.0,41.7,0.0,0,0
81.4,0.93,28.54,2.0,60.93,1.0,0,0
141.45,0.24,18.82,4.0,61.69,1.0,0,0
119.21,0.07,24.76,2.0,73.77,0.0,1,1
89.03,0.27,12.97,4.0,62.47,0.0,0,0
175.72,0.34,12.37,2.0,21.85,0.0,1,1
166.43,0.27,15.1,2.0,77.31,1.0,1,1
39.29,0.74,31.06,2.0,32.69,0.0,0,0
113.31,0.78,29.1,3.0,69.26,0.0,0,0
77.64,0.43,26.4,1.0,77.65,1.0,0,1
145.64,0.48,11.81,5.0,57.57,0.0,0,0
48.97,0.9,36.55,2.0,22.54,0.0,0,0
41.6,0.82,5.26,2.0,39.99,1.0,0,0
165.67,0.54,33.17,0.0,85.54,0.0,1,1
66.98,0.42,1.44,4.0,35.5,0.0,0,0
34.69,0.9,9.43,3.0,49.33,0.0,0,0
174.89,0.04,1.95,4.0,85.15,1.0,0,1
170.49,0.81,31.98,2.0,76.87,1.0,1,1
149.34,0.49,20.2,0.0,84.83,0.0,1,1
160.82,0.06,1.65,0.0,52.86,0.0,1,1
132.61,0.84,3.24,1.0,34.65,0.0,1,1
150.7,0.87,20.84,2.0,89.65,0.0,1,1
60.83,0.43,14.48,2.0,73.53,1.0,0,0
90.18,0.42,21.59,1.0,36.29,1.0,0,1
94.6,0.88,16.88,3.0,44.74,0.0,0,0
153.92,0.95,18.14,1.0,81.78,1.0,1,1
78.28,0.02,20.17,2.0,39.36,1.0,0,1
21.36,0.12,7.53,4.0,88.06,0.0,0,0
125.86,0.97,31.67,0.0,51.7,1.0,1,1
50.04,0.14,15.84,1.0,44.97,1.0,0,1
182.75,0.35,24.21,1.0,18.96,1.0,1,1
69.93,0.97,9.99,1.0,26.29,0.0,0,0
151.89,0.05,30.05,0.0,35.66,1.0,1,1
11.7,0.57,19.06,3.0,22.25,1.0,0,0
148.25,0.21,13.53,5.0,69.85,0.0,0,0
196.73,0.06,33.51,4.0,78.64,0.0,1,1
123.16,0.82,19.09,1.0,64.5,0.0,1,1
129.93,0.6,1.75,4.0,80.57,1.0,0,0
30.51,0.39,5.73,1.0,85.23,0.0,0,0
166.04,0.02,36.05,5.0,76.23,0.0,1,1
189.52,0.75,3.4,0.0,27.64,0.0,1,1
175.24,0.21,27.73,4.0,22.35,1.0,1,1
165.34,0.63,11.17,1.0,52.48,1.0,1,1
145.53,0.58,26.07,3.0,19.05,1.0,0,1
126.26,0.98,1.42,4.0,29.26,0.0,0,0
128.53,0.41,7.48,0.0,28.11,1.0,1,1
190.3,0.19,24.98,3.0,78.77,1.0,1,1
121.84,0.13,18.72,2.0,23.27,0.0,1,1
129.07,0.32,37.91,4.0,23.35,0.0,1,1
118.4,0.73,12.82,1.0,55.51,0.0,1,1
90.52,0.12,2.31,4.0,59.4,1.0,0,0
181.66,0.43,32.35,1.0,52.57,1.0,1,1
